149	1
225	1
150	1
89	1
80	1
200	1
60	1
79	1
79	1
150	1
135	1
85	1
89	1
85	1
120	1
140	1
215	1
140	1
99	1
190	1
299	1
130	1
80	1
110	1
120	1
60	1
80	1
150	1
44	1
180	1
50	1
52	1
55	1
50	1
70	1
89	1
35	1
85	1
150	1
40	1
68	1
120	1
120	1
135	1
150	1
150	1
130	1
110	1
115	1
80	1
80	1
151	1
228	1
144	1
200	1
150	1
110	1
69	1
49	1
180	1
80	1
375	1
250	1
200	1
55	1
52	1
225	1
80	1
275	1
99	1
225	1
230	1
51	1
65	1
105	1
190	1
200	1
70	1
95	1
150	1
145	1
110	1
285	1
130	1
94	1
800	1
105	1
60	1
50	1
85	1
65	1
131	1
98	1
250	1
100	1
105	1
140	1
89	1
98	1
125	1
60	1
175	1
65	1
500	1
101	1
220	1
125	1
80	1
100	1
200	1
59	1
125	1
140	1
120	1
350	1
199	1
325	1
235	1
225	1
99	1
170	1
400	1
170	1
100	1
75	1
90	1
150	1
85	1
70	1
120	1
89	1
185	1
50	1
105	1
130	1
115	1
77	1
76	1
125	1
135	1
250	1
199	1
140	1
140	1
115	1
160	1
195	1
195	1
80	1
44	1
156	1
85	1
125	1
115	1
69	1
225	1
125	1
219	1
475	1
99	1
69	1
79	1
135	1
250	1
250	1
250	1
80	1
70	1
165	1
70	1
50	1
40	1
150	1
125	1
196	1
110	1
170	1
165	1
150	1
100	1
65	1
350	1
99	1
200	1
150	1
90	1
120	1
75	1
175	1
125	1
275	1
299	1
135	1
130	1
83	1
123	1
55	1
195	1
80	1
98	1
140	1
265	1
249	1
105	1
200	1
100	1
121	1
45	1
100	1
140	1
71	1
130	1
199	1
69	1
68	1
130	1
195	1
64	1
140	1
159	1
189	1
250	1
239	1
305	1
155	1
60	1
135	1
120	1
150	1
140	1
135	1
250	1
250	1
500	1
225	1
125	1
92	1
175	1
99	1
195	1
140	1
135	1
500	1
80	1
120	1
110	1
65	1
130	1
99	1
36	1
37	1
37	1
175	1
205	1
285	1
59	1
36	1
99	1
39	1
60	1
90	1
105	1
135	1
390	1
70	1
75	1
60	1
200	1
100	1
70	1
110	1
60	1
90	1
68	1
115	1
75	1
60	1
129	1
130	1
95	1
75	1
175	1
190	1
49	1
212	1
95	1
140	1
135	1
150	1
190	1
124	1
135	1
122	1
109	1
85	1
145	1
195	1
250	1
125	1
575	1
150	1
70	1
90	1
65	1
500	1
250	1
125	1
200	1
229	1
90	1
110	1
59	1
195	1
169	1
113	1
250	1
115	1
55	1
69	1
150	1
169	1
179	1
150	1
135	1
350	1
120	1
71	1
349	1
349	1
165	1
249	1
100	1
200	1
169	1
185	1
65	1
130	1
199	1
225	1
179	1
150	1
139	1
95	1
79	1
150	1
650	1
90	1
120	1
80	1
100	1
175	1
120	1
140	1
200	1
165	1
125	1
130	1
65	1
123	1
67	1
50	1
130	1
100	1
212	1
190	1
599	1
249	1
70	1
100	1
60	1
135	1
175	1
120	1
169	1
165	1
90	1
225	1
95	1
55	1
85	1
199	1
211	1
145	1
65	1
99	1
110	1
80	1
150	1
110	1
290	1
87	1
190	1
200	1
165	1
110	1
395	1
99	1
39	1
189	1
85	1
260	1
122	1
165	1
97	1
170	1
125	1
130	1
225	1
50	1
170	1
132	1
250	1
141	1
64	1
249	1
79	1
185	1
120	1
495	1
375	1
175	1
150	1
259	1
96	1
145	1
200	1
95	1
250	1
295	1
175	1
451	1
165	1
250	1
77	1
250	1
129	1
98	1
150	1
95	1
55	1
300	1
42	1
125	1
175	1
75	1
255	1
72	1
165	1
165	1
75	1
130	1
139	1
88	1
80	1
150	1
200	1
200	1
42	1
90	1
295	1
450	1
130	1
89	1
198	1
99	1
46	1
140	1
500	1
75	1
33	1
250	1
60	1
75	1
350	1
205	1
219	1
60	1
185	1
190	1
105	1
250	1
175	1
65	1
75	1
37	1
85	1
106	1
79	1
85	1
170	1
115	1
89	1
49	1
91	1
400	1
150	1
2000	1
97	1
100	1
179	1
500	1
429	1
189	1
120	1
300	1
107	1
95	1
199	1
120	1
199	1
125	1
70	1
75	1
100	1
99	1
250	1
350	1
170	1
165	1
99	1
255	1
169	1
99	1
169	1
160	1
215	1
130	1
110	1
150	1
65	1
75	1
149	1
89	1
50	1
43	1
42	1
85	1
139	1
105	1
265	1
149	1
68	1
99	1
75	1
100	1
90	1
160	1
190	1
67	1
190	1
248	1
100	1
95	1
150	1
145	1
41	1
120	1
50	1
157	1
195	1
70	1
185	1
145	1
50	1
185	1
250	1
80	1
230	1
100	1
40	1
200	1
80	1
79	1
95	1
300	1
100	1
80	1
110	1
172	1
199	1
199	1
100	1
55	1
75	1
146	1
250	1
116	1
150	1
120	1
199	1
150	1
69	1
300	1
230	1
125	1
79	1
130	1
239	1
75	1
220	1
80	1
288	1
135	1
225	1
110	1
100	1
130	1
89	1
200	1
80	1
50	1
135	1
90	1
270	1
110	1
145	1
179	1
55	1
110	1
325	1
75	1
300	1
130	1
190	1
200	1
180	1
350	1
160	1
195	1
241	1
300	1
75	1
100	1
399	1
85	1
80	1
55	1
438	1
110	1
200	1
279	1
137	1
280	1
199	1
71	1
42	1
180	1
226	1
85	1
135	1
79	1
154	1
199	1
700	1
246	1
125	1
100	1
295	1
150	1
119	1
125	1
400	1
850	1
129	1
140	1
115	1
200	1
96	1
199	1
199	1
199	1
69	1
185	1
81	1
199	1
199	1
199	1
199	1
199	1
349	1
249	1
299	1
179	1
54	1
599	1
110	1
220	1
89	1
170	1
495	1
80	1
760	1
98	1
125	1
48	1
64	1
154	1
139	1
75	1
325	1
195	1
58	1
250	1
50	1
125	1
70	1
189	1
130	1
145	1
101	1
95	1
375	1
153	1
92	1
80	1
300	1
145	1
88	1
155	1
185	1
73	1
225	1
85	1
99	1
48	1
200	1
485	1
310	1
110	1
109	1
167	1
147	1
220	1
195	1
199	1
65	1
55	1
50	1
60	1
99	1
130	1
290	1
350	1
50	1
96	1
45	1
85	1
34	1
250	1
190	1
75	1
93	1
60	1
65	1
125	1
300	1
150	1
56	1
299	1
60	1
88	1
60	1
1300	1
